MemberID,SavingFrequency,SavingTimesPerPeriod,TotalSavingCycles,CompletedSavingCycles,UserSavingsMade,TotalCurrentSaving,IkiminaCreatedYear,UserJoinedYear,EmploymentStatus,HasGuardian,Age,RecentLoanPaymentStatus,SavingStatus,SavingRatingFactor,SavingRatio,ExpectedLoan,BoostAmount,AllowedLoan
16933,monthly,8,96,35,25,6277853,2015,2017,employed,FALSE,75,Better,Good,0.6,0.71,10331552.37,4442567.52,12555706
16934,monthly,8,96,32,15,6453245,2020,2020,employed,FALSE,75,Better,Bad,0.4,0.47,7743894,3446032.83,11189926.83
16935,monthly,8,96,30,16,7905907,2015,2016,employed,FALSE,75,Better,Bad,0.4,0.53,10119560.96,4427307.92,14546868.88
16936,monthly,8,96,87,39,4706420,2016,2022,unemployed,FALSE,75,Better,Bad,0.4,0.45,2077316.41,396122.75,2473439.16
16937,monthly,8,96,91,48,4339284,2017,2020,unemployed,FALSE,75,Better,Bad,0.4,0.53,1831082.48,371460.74,2202543.22
16938,monthly,8,96,59,37,1060499,2021,2023,unemployed,FALSE,75,Better,Good,0.6,0.63,1035334.62,318804.1,1354138.71
16939,monthly,8,96,42,25,3734705,2021,2022,unemployed,FALSE,75,Better,Bad,0.4,0.6,3414587.43,1370103.21,4784690.63
16940,monthly,8,96,46,26,257573,2018,2018,unemployed,FALSE,75,Better,Bad,0.4,0.57,215017.46,90307.33,305324.79
16941,monthly,8,96,28,12,1345485,2015,2017,employed,TRUE,98,Better,Bad,0.4,0.43,1845236.57,770386.27,2615622.84
16942,monthly,8,96,22,4,1898149,2020,2022,employed,TRUE,98,Better,Poor,0.2,0.18,1656566.4,666767.98,2323334.38
16943,monthly,8,96,72,23,3245369,2015,2016,employed,TRUE,98,Better,Poor,0.2,0.32,865431.73,252417.59,1117849.32
16944,monthly,8,96,32,30,5376288,2016,2016,employed,TRUE,98,Better,Better,0.8,0.94,12903091.2,5580586.94,10752576
16945,monthly,8,96,72,12,1768771,2015,2019,employed,TRUE,98,Better,Poor,0.2,0.17,471672.27,126958.45,598630.72
16946,monthly,8,96,28,6,3029462,2017,2023,unemployed,TRUE,98,Better,Poor,0.2,0.21,2077345.37,729667.56,2807012.93
16947,monthly,8,96,0,0,0,2019,2019,unemployed,TRUE,98,Better,Poor,0.2,0,0,0,0
16948,monthly,8,96,69,8,3797193,2017,2017,unemployed,TRUE,98,Better,Poor,0.2,0.12,1056610.23,301937.86,1358548.08
16949,monthly,8,96,47,38,5808545,2022,2022,unemployed,TRUE,98,Better,Better,0.8,0.81,9491409.7,3867749.45,11617090
16950,monthly,8,96,73,64,8431130,2015,2017,unemployed,TRUE,98,Better,Better,0.8,0.88,8870010.74,2266409.25,11136419.99
16951,monthly,8,96,87,46,4723663,2016,2016,employed,FALSE,98,Better,Bad,0.4,0.53,2084927.12,553943.57,2638870.68
16952,monthly,8,96,34,20,4285511,2015,2018,employed,FALSE,98,Better,Bad,0.4,0.59,4840106.54,2044945.01,6885051.55
16953,monthly,8,96,15,8,186759,2016,2016,employed,FALSE,98,Better,Bad,0.4,0.53,478103.04,212755.85,373518
16954,monthly,8,96,78,39,8448036,2021,2023,employed,FALSE,98,Better,Bad,0.4,0.5,4159033.11,1054954.74,5213987.85
16955,monthly,8,96,52,14,9487590,2017,2017,employed,FALSE,98,Better,Poor,0.2,0.27,3503110.15,1451096.01,4954206.17
16956,monthly,8,96,24,6,9213489,2016,2021,unemployed,FALSE,98,Better,Poor,0.2,0.25,7370791.2,2788616,10159407.2
16957,monthly,8,96,33,6,9069880,2015,2021,unemployed,FALSE,98,Better,Poor,0.2,0.18,5277021.09,1978882.91,7255904
16958,monthly,8,96,10,6,6211317,2020,2023,unemployed,FALSE,98,Better,Good,0.6,0.6,35777185.92,13416444.72,12422634
16959,monthly,8,96,0,0,0,2015,2017,unemployed,FALSE,98,Better,Poor,0.2,0,0,0,0
16960,monthly,8,96,62,7,3979684,2019,2019,unemployed,FALSE,98,Better,Poor,0.2,0.11,1232418.27,406300.48,1638718.75
16961,monthly,8,96,0,0,0,2021,2021,employed,TRUE,57,Better,Poor,0.2,0,0,0,0
16962,monthly,8,96,34,4,1392768,2015,2017,employed,TRUE,57,Better,Poor,0.2,0.12,786504.28,342129.36,1128633.65
16963,monthly,8,96,66,16,3747025,2016,2021,employed,TRUE,57,Better,Poor,0.2,0.24,1090043.64,326187.3,1416230.94
16964,monthly,8,96,18,15,9479546,2017,2019,employed,TRUE,57,Better,Better,0.8,0.83,40446062.93,17442364.64,18959092
16965,monthly,8,96,18,8,4737001,2015,2017,employed,TRUE,57,Better,Bad,0.4,0.44,10105602.13,4395936.93,9474002
16966,monthly,8,96,53,47,7714981,2015,2018,unemployed,TRUE,57,Better,Better,0.8,0.89,11179444.17,4077860.46,15257304.63
16967,monthly,8,96,18,8,815915,2016,2022,unemployed,TRUE,57,Better,Bad,0.4,0.44,1740618.67,652732,1631830
16968,monthly,8,96,14,6,8394988,2015,2016,unemployed,TRUE,57,Better,Bad,0.4,0.43,23026252.8,9613460.54,16789976
16969,monthly,8,96,23,14,893097,2017,2018,unemployed,TRUE,57,Better,Good,0.6,0.61,2236625.53,929597.49,1786194
16970,monthly,8,96,29,20,5963818,2019,2019,unemployed,TRUE,57,Better,Good,0.6,0.69,11845376.44,5034284.99,11927636
16971,monthly,8,96,93,61,8921280,2015,2024,employed,FALSE,57,Better,Good,0.6,0.66,5525437.94,1113108.38,6638546.32
16972,monthly,8,96,57,31,2201750,2016,2023,employed,FALSE,57,Better,Bad,0.4,0.54,1483284.21,505812.93,1989097.14
16973,monthly,8,96,17,14,5950616,2015,2017,employed,FALSE,57,Better,Better,0.8,0.82,26882782.87,12030045.33,11901232
16974,monthly,8,96,15,7,7132624,2019,2021,employed,FALSE,57,Better,Bad,0.4,0.47,18259517.44,7988538.88,14265248
16975,monthly,8,96,29,10,5569795,2017,2017,employed,FALSE,57,Better,Poor,0.2,0.34,3687588.41,1705509.64,5393098.06
16976,monthly,8,96,47,9,2629212,2018,2020,unemployed,FALSE,57,Better,Poor,0.2,0.19,1074061.07,446886.12,1520947.2
16977,monthly,8,96,22,11,4374473,2022,2022,unemployed,FALSE,57,Better,Bad,0.4,0.5,7635443.78,3340506.65,8748946
16978,monthly,8,96,18,10,9142729,2015,2017,unemployed,FALSE,57,Better,Bad,0.4,0.56,19504488.53,8240646.41,18285458
16979,monthly,8,96,15,10,269837,2019,2024,unemployed,FALSE,57,Better,Good,0.6,0.67,1036174.08,388565.28,539674
16980,monthly,8,96,0,0,0,2018,2019,unemployed,FALSE,57,Better,Poor,0.2,0,0,0,0
16981,monthly,8,96,70,24,8849846,2019,2023,employed,TRUE,11,Better,Poor,0.2,0.34,2427386.33,641523.53,3068909.86
16982,monthly,8,96,67,35,9374304,2016,2019,employed,TRUE,11,Better,Bad,0.4,0.52,5372735.43,1620240.59,6992976.01
16983,monthly,8,96,26,18,5116801,2017,2018,employed,TRUE,11,Better,Good,0.6,0.69,11335682.22,4881428.15,10233602
16984,monthly,8,96,60,54,4484237,2019,2021,employed,TRUE,11,Better,Better,0.8,0.9,5739823.36,1922840.83,7662664.19
16985,monthly,8,96,32,13,7194346,2015,2016,employed,TRUE,11,Better,Bad,0.4,0.41,8633215.2,3733865.57,12367080.77
16986,monthly,8,96,44,13,6239938,2015,2016,unemployed,TRUE,11,Better,Poor,0.2,0.3,2722882.04,1109574.43,3832456.47
16987,monthly,8,96,87,43,3938882,2017,2017,unemployed,TRUE,11,Better,Bad,0.4,0.49,1738541.02,409756.13,2148297.15
16988,monthly,8,96,63,25,7760467,2018,2018,unemployed,TRUE,11,Better,Poor,0.2,0.4,2365094.7,756267.19,3121361.89
16989,monthly,8,96,0,0,0,2018,2019,unemployed,TRUE,11,Better,Poor,0.2,0,0,0,0
16990,monthly,8,96,43,24,8177228,2016,2016,unemployed,TRUE,11,Better,Bad,0.4,0.56,7302454.77,3030518.73,10332973.5
16991,monthly,8,96,23,10,5696633,2018,2018,employed,FALSE,11,Better,Bad,0.4,0.43,9510900.31,4303682.39,11393266
16992,monthly,8,96,10,5,7680449,2016,2024,employed,FALSE,11,Better,Bad,0.4,0.5,29492924.16,11379353.24,15360898
16993,monthly,8,96,26,16,70962,2015,2017,employed,FALSE,11,Better,Good,0.6,0.62,157208.12,68778.55,141924
16994,monthly,8,96,39,32,4015487,2021,2021,employed,FALSE,11,Better,Better,0.8,0.82,7907420.55,3578107.8,8030974
16995,monthly,8,96,15,7,4122895,2015,2024,employed,FALSE,11,Better,Bad,0.4,0.47,10554611.2,4063525.31,8245790
16996,monthly,8,96,75,9,4710202,2016,2017,unemployed,FALSE,11,Better,Poor,0.2,0.12,1205811.71,331799.19,1537610.9
16997,monthly,8,96,73,51,9462162,2016,2016,unemployed,FALSE,11,Better,Good,0.6,0.7,7466034.67,2168985.35,9635020.02
16998,monthly,8,96,64,23,4964557,2016,2020,unemployed,FALSE,11,Better,Poor,0.2,0.36,1489367.1,438122.16,1927489.26
16999,monthly,8,96,88,70,3465798,2015,2018,unemployed,FALSE,11,Better,Good,0.6,0.8,2268522.33,506292.94,2774815.26
17000,monthly,8,96,74,27,2617206,2022,2022,unemployed,FALSE,11,Better,Poor,0.2,0.36,679058.85,194862.36,873921.22
17001,monthly,8,96,78,66,3806249,2015,2021,employed,TRUE,19,Good,Better,0.8,0.85,3747691.32,856924.04,4604615.36
17002,monthly,8,96,90,38,3994486,2019,2020,employed,TRUE,19,Good,Bad,0.4,0.42,1704314.03,389151.7,2093465.73
17003,monthly,8,96,64,8,4935809,2020,2023,employed,TRUE,19,Good,Poor,0.2,0.12,1480742.7,418309.81,1899052.51
17004,monthly,8,96,42,16,636004,2019,2020,employed,TRUE,19,Good,Poor,0.2,0.38,290744.69,120659.04,411403.73
17005,monthly,8,96,83,80,414526,2017,2024,employed,TRUE,19,Good,Better,0.8,0.96,383561.41,74104.18,457665.59
17006,monthly,8,96,0,0,0,2021,2024,unemployed,TRUE,19,Good,Poor,0.2,0,0,0,0
17007,monthly,8,96,18,6,8095190,2017,2024,unemployed,TRUE,19,Good,Poor,0.2,0.33,8634869.33,2908871.61,11543740.94
17008,monthly,8,96,54,20,1356089,2021,2021,unemployed,TRUE,19,Good,Poor,0.2,0.37,482164.98,172641.85,654806.83
17009,monthly,8,96,80,79,658997,2019,2024,unemployed,TRUE,19,Good,Better,0.8,0.99,632637.12,113874.68,746511.8
17010,monthly,8,96,62,28,6871635,2018,2024,unemployed,TRUE,19,Good,Bad,0.4,0.45,4255980.39,1055022.23,5311002.62
17011,monthly,8,96,21,13,7932996,2016,2016,employed,FALSE,19,Good,Good,0.6,0.62,21759074.74,9573992.89,15865992
17012,monthly,8,96,65,41,1204633,2016,2016,employed,FALSE,19,Good,Good,0.6,0.63,1067490.17,358019.78,1425509.94
17013,monthly,8,96,26,20,2026867,2016,2016,employed,FALSE,19,Good,Good,0.6,0.77,4490289.97,1975727.59,4053734
17014,monthly,8,96,10,6,9884355,2019,2021,employed,FALSE,19,Good,Good,0.6,0.6,56933884.8,23627562.19,19768710
17015,monthly,8,96,0,0,0,2015,2016,employed,FALSE,19,Good,Poor,0.2,0,0,0,0
17016,monthly,8,96,87,71,9513356,2019,2022,unemployed,FALSE,19,Good,Better,0.8,0.82,8397997.02,1664396.13,10062393.15
17017,monthly,8,96,78,44,4916461,2015,2019,unemployed,FALSE,19,Good,Bad,0.4,0.56,2420411.57,559487.44,2979899.01
17018,monthly,8,96,29,16,5454170,2016,2020,unemployed,FALSE,19,Good,Bad,0.4,0.55,7222073.38,2756424.67,9978498.05
17019,monthly,8,96,0,0,0,2023,2024,unemployed,FALSE,19,Good,Poor,0.2,0,0,0,0
17020,monthly,8,96,31,27,8753823,2016,2018,unemployed,FALSE,19,Good,Better,0.8,0.87,21686890.53,8638611.39,17507646
17021,monthly,8,96,91,19,9156620,2016,2017,employed,TRUE,75,Good,Poor,0.2,0.21,1931946.2,396349.73,2328295.93
17022,monthly,8,96,33,15,7028947,2023,2023,employed,TRUE,75,Good,Bad,0.4,0.45,8179138.33,3292103.18,11471241.5
17023,monthly,8,96,50,40,8414167,2022,2024,employed,TRUE,75,Good,Better,0.8,0.8,12924160.51,4348980.01,16828334
17024,monthly,8,96,70,56,8151121,2016,2016,employed,TRUE,75,Good,Better,0.8,0.8,8942944.18,2475279.19,11418223.38
17025,monthly,8,96,56,44,7578591,2017,2017,employed,TRUE,75,Good,Good,0.6,0.79,7795122.17,2692101.12,10487223.29
17026,monthly,8,96,77,39,1421717,2017,2022,unemployed,TRUE,75,Good,Bad,0.4,0.51,709012.11,127604.92,836617.03
17027,monthly,8,96,23,9,4339862,2015,2018,unemployed,TRUE,75,Good,Poor,0.2,0.39,3622841.32,1286108.67,4908949.99
17028,monthly,8,96,16,12,6550974,2016,2024,unemployed,TRUE,75,Good,Good,0.6,0.75,23583506.4,7330539.91,13101948
17029,monthly,8,96,0,0,0,2018,2022,unemployed,TRUE,75,Good,Poor,0.2,0,0,0,0
17030,monthly,8,96,78,49,21071,2020,2020,unemployed,TRUE,75,Good,Good,0.6,0.63,15560.12,3480.08,19040.2
17031,monthly,8,96,49,43,8666685,2019,2024,employed,FALSE,75,Good,Better,0.8,0.88,13583702.2,4677367.66,17333370
17032,monthly,8,96,0,0,0,2015,2016,employed,FALSE,75,Good,Poor,0.2,0,0,0,0
17033,monthly,8,96,55,7,6830818,2023,2024,employed,FALSE,75,Good,Poor,0.2,0.13,2384576.47,778781,3163357.46
17034,monthly,8,96,56,22,3765159,2015,2021,employed,FALSE,75,Good,Poor,0.2,0.39,1290911.66,403870.93,1694782.59
17035,monthly,8,96,70,7,9928315,2016,2016,employed,FALSE,75,Good,Poor,0.2,0.1,2723194.97,787781.4,3510976.37
17036,monthly,8,96,74,60,311311,2017,2017,unemployed,FALSE,75,Good,Better,0.8,0.81,323090.34,80597.94,403688.28
17037,monthly,8,96,47,16,6473162,2017,2020,unemployed,FALSE,75,Good,Poor,0.2,0.34,2644355.54,956926.16,3601281.7
17038,monthly,8,96,56,25,9379509,2016,2019,unemployed,FALSE,75,Good,Bad,0.4,0.45,6431663.31,1980033.49,8411696.81
17039,monthly,8,96,14,11,8861504,2015,2017,unemployed,FALSE,75,Good,Good,0.6,0.79,36458759.31,13672034.74,17723008
17040,monthly,8,96,92,32,1254655,2023,2023,unemployed,FALSE,75,Good,Poor,0.2,0.35,261841.04,52026.68,313867.72
17041,monthly,8,96,66,49,7599115,2015,2017,employed,TRUE,95,Good,Good,0.6,0.74,6631954.91,1846396.54,8478351.45
17042,monthly,8,96,24,10,4730476,2019,2020,employed,TRUE,95,Good,Bad,0.4,0.42,7568761.6,2951817.02,9460952
17043,monthly,8,96,23,10,6516457,2016,2019,employed,TRUE,95,Good,Bad,0.4,0.43,10879649.95,4107067.86,13032914
17044,monthly,8,96,21,16,9499277,2018,2020,employed,TRUE,95,Good,Good,0.6,0.76,26055159.77,9928876.96,18998554
17045,monthly,8,96,28,13,8651771,2020,2022,employed,TRUE,95,Good,Bad,0.4,0.46,11865285.94,4419819.01,16285104.96
17046,monthly,8,96,57,6,2979929,2016,2016,unemployed,TRUE,95,Good,Poor,0.2,0.11,1003765.56,315525.78,1319291.34
17047,monthly,8,96,30,3,8917895,2015,2021,unemployed,TRUE,95,Good,Poor,0.2,0.1,5707452.8,1897728.06,7605180.86
17048,monthly,8,96,49,36,3564208,2015,2021,unemployed,TRUE,95,Good,Good,0.6,0.73,4189762.87,1358894.01,5548656.88
17049,monthly,8,96,64,33,2528214,2017,2021,unemployed,TRUE,95,Good,Bad,0.4,0.52,1516928.4,364062.82,1880991.22
17050,monthly,8,96,91,90,175528,2019,2022,unemployed,TRUE,95,Good,Better,0.8,0.99,148137.92,22367.2,170505.11
17051,monthly,8,96,81,19,8595463,2015,2023,employed,FALSE,95,Good,Poor,0.2,0.23,2037443.08,391264.53,2428707.61
17052,monthly,8,96,15,9,9208465,2018,2019,employed,FALSE,95,Good,Good,0.6,0.6,35360505.6,14295747.26,18416930
17053,monthly,8,96,35,21,1309859,2019,2019,employed,FALSE,95,Good,Good,0.6,0.6,2155653.67,894596.27,2619718
17054,monthly,8,96,33,18,8226686,2019,2021,employed,FALSE,95,Good,Bad,0.4,0.55,9572870.98,3733419.68,13306290.66
17055,monthly,8,96,91,52,6428042,2018,2019,employed,FALSE,95,Good,Bad,0.4,0.57,2712492.45,583931.07,3296423.51
17056,monthly,8,96,68,36,3957787,2016,2017,unemployed,FALSE,95,Good,Bad,0.4,0.53,2234985.6,590080.02,2825065.62
17057,monthly,8,96,37,6,9232902,2017,2023,unemployed,FALSE,95,Good,Poor,0.2,0.16,4791127.52,1599038.81,6390166.34
17058,monthly,8,96,44,16,7843427,2017,2021,unemployed,FALSE,95,Good,Poor,0.2,0.36,3422586.33,1206461.68,4629048.01
17059,monthly,8,96,51,28,2835274,2021,2022,unemployed,FALSE,95,Good,Bad,0.4,0.55,2134794.54,742312.01,2877106.55
17060,monthly,8,96,69,45,9451611,2015,2017,unemployed,FALSE,95,Good,Good,0.6,0.65,7890040.49,1998238.51,9888279
17061,monthly,8,96,71,32,170762,2017,2017,employed,TRUE,32,Good,Bad,0.4,0.45,92355.79,27514.87,119870.66
17062,monthly,8,96,67,62,436548,2015,2016,employed,TRUE,32,Good,Better,0.8,0.93,500401.29,153406.6,653807.89
17063,monthly,8,96,84,51,2104738,2019,2023,employed,TRUE,32,Good,Good,0.6,0.61,1443248.91,297412.37,1740661.28
17064,monthly,8,96,53,48,9815418,2017,2018,employed,TRUE,32,Good,Better,0.8,0.91,14223096.27,5410311.51,19630836
17065,monthly,8,96,31,5,4920503,2017,2017,employed,TRUE,32,Good,Poor,0.2,0.16,3047537.34,1302822.21,4350359.56
17066,monthly,8,96,80,22,7605315,2017,2021,unemployed,TRUE,32,Good,Poor,0.2,0.28,1825275.6,374181.5,2199457.1
17067,monthly,8,96,14,7,8040973,2018,2018,unemployed,TRUE,32,Good,Bad,0.4,0.5,22055240.23,8877234.19,16081946
17068,monthly,8,96,23,13,9915908,2015,2020,unemployed,TRUE,32,Good,Bad,0.4,0.57,16555255.1,6042668.11,19831816
17069,monthly,8,96,52,8,2108667,2016,2016,unemployed,TRUE,32,Good,Poor,0.2,0.15,778584.74,289423.9,1068008.64
17070,monthly,8,96,0,0,0,2015,2018,unemployed,TRUE,32,Good,Poor,0.2,0,0,0,0
17071,monthly,8,96,35,18,2804227,2016,2018,employed,FALSE,32,Good,Bad,0.4,0.51,3076637.62,1302443.26,4379080.88
17072,monthly,8,96,39,5,8072564,2015,2022,employed,FALSE,32,Good,Poor,0.2,0.13,3974185.35,1539996.82,5514182.18
17073,monthly,8,96,66,55,3108621,2020,2024,employed,FALSE,32,Good,Better,0.8,0.83,3617304.44,979960.66,4597265.09
17074,monthly,8,96,84,66,4519921,2015,2016,employed,FALSE,32,Good,Good,0.6,0.79,3099374.4,809158.1,3908532.5
17075,monthly,8,96,26,17,3944762,2019,2019,employed,FALSE,32,Good,Good,0.6,0.65,8739165.05,3845232.62,7889524
17076,monthly,8,96,57,29,8766234,2019,2019,unemployed,FALSE,32,Good,Bad,0.4,0.51,5905673.43,2077864.57,7983538
17077,monthly,8,96,50,47,5251009,2018,2023,unemployed,FALSE,32,Good,Better,0.8,0.94,8065549.82,2786071.35,10502018
17078,monthly,8,96,73,56,4118825,2020,2022,unemployed,FALSE,32,Good,Good,0.6,0.77,3249922.19,806025.22,4055947.41
17079,monthly,8,96,32,13,9264843,2021,2021,unemployed,FALSE,32,Good,Bad,0.4,0.41,11117811.6,4613891.81,15731703.41
17080,monthly,8,96,36,20,6829628,2015,2019,unemployed,FALSE,32,Good,Bad,0.4,0.56,7284936.53,2804700.57,10089637.1
17081,monthly,8,96,40,9,9311829,2016,2023,employed,TRUE,84,Good,Poor,0.2,0.23,4469677.92,1538314.15,6007992.07
17082,monthly,8,96,63,27,585235,2015,2016,employed,TRUE,84,Good,Bad,0.4,0.43,356714.67,106929.47,463644.13
17083,monthly,8,96,24,14,2883745,2022,2024,employed,TRUE,84,Good,Bad,0.4,0.58,4613992,1626432.18,5767490
17084,monthly,8,96,36,12,2116023,2022,2023,employed,TRUE,84,Good,Poor,0.2,0.33,1128545.6,426025.96,1554571.56
17085,monthly,8,96,20,14,963933,2017,2021,employed,TRUE,84,Good,Good,0.6,0.7,2776127.04,1013286.37,1927866
17086,monthly,8,96,79,22,247802,2017,2019,unemployed,TRUE,84,Good,Poor,0.2,0.28,60225.3,12152.74,72378.04
17087,monthly,8,96,88,56,8625411,2019,2024,unemployed,TRUE,84,Good,Good,0.6,0.64,5645723.56,751907.73,6397631.29
17088,monthly,8,96,16,4,4000153,2015,2016,unemployed,TRUE,84,Good,Poor,0.2,0.25,4800183.6,1776067.93,6576251.53
17089,monthly,8,96,83,62,133592,2015,2020,unemployed,TRUE,84,Good,Good,0.6,0.75,92709.63,15883.51,108593.13
17090,monthly,8,96,38,12,7000884,2023,2023,unemployed,TRUE,84,Good,Poor,0.2,0.32,3537288.76,1335326.51,4872615.26
17091,monthly,8,96,85,65,7515841,2016,2021,employed,FALSE,84,Good,Good,0.6,0.76,5093087.55,1014622.93,6107710.48
17092,monthly,8,96,86,46,8788595,2015,2020,employed,FALSE,84,Good,Bad,0.4,0.53,3924209.86,787807.94,4712017.81
17093,monthly,8,96,80,66,3219680,2017,2024,employed,FALSE,84,Good,Better,0.8,0.82,3090892.8,585337.82,3676230.62
17094,monthly,8,96,25,10,7272851,2016,2016,employed,FALSE,84,Good,Bad,0.4,0.4,11171099.14,4636006.14,14545702
17095,monthly,8,96,50,40,2508350,2017,2022,employed,FALSE,84,Good,Better,0.8,0.8,3852825.6,1356676.21,5016700
17096,monthly,8,96,57,8,8137684,2018,2023,unemployed,FALSE,84,Good,Poor,0.2,0.14,2741114.61,749066.24,3490180.86
17097,monthly,8,96,48,38,8932211,2015,2016,unemployed,FALSE,84,Good,Good,0.6,0.79,10718653.2,4099884.85,14818538.05
17098,monthly,8,96,52,39,6851941,2018,2019,unemployed,FALSE,84,Good,Good,0.6,0.75,7589842.34,2645185.16,10235027.5
17099,monthly,8,96,9,1,8741355,2016,2020,unemployed,FALSE,84,Good,Poor,0.2,0.11,18648224,6651199.89,17482710
17100,monthly,8,96,81,13,4359724,2019,2022,unemployed,FALSE,84,Good,Poor,0.2,0.16,1033416.06,195870.62,1229286.68
17101,monthly,8,96,92,53,5434266,2018,2022,employed,TRUE,61,Good,Bad,0.4,0.58,2268215.37,421521.76,2689737.14
17102,monthly,8,96,19,2,7686584,2017,2024,employed,TRUE,61,Good,Poor,0.2,0.11,7767495.41,2752606.19,10520101.6
17103,monthly,8,96,57,29,4530391,2019,2019,employed,TRUE,61,Good,Bad,0.4,0.51,3052052.88,1089100.98,4141153.86
17104,monthly,8,96,62,31,5214600,2016,2016,employed,TRUE,61,Good,Bad,0.4,0.5,3229687.74,1064755.12,4294442.86
17105,monthly,8,96,71,17,5843872,2018,2018,employed,TRUE,61,Good,Poor,0.2,0.24,1580314.68,458959,2039273.68
17106,monthly,8,96,0,0,0,2018,2023,unemployed,TRUE,61,Good,Poor,0.2,0,0,0,0
17107,monthly,8,96,41,7,8703913,2017,2020,unemployed,TRUE,61,Good,Poor,0.2,0.17,4075978.77,1495374.71,5571353.48
17108,monthly,8,96,53,47,7689920,2024,2024,unemployed,TRUE,61,Good,Better,0.8,0.89,11143129.36,3981040.65,15124170.01
17109,monthly,8,96,79,19,8858830,2023,2023,unemployed,TRUE,61,Good,Poor,0.2,0.24,2153032.1,512503.4,2665535.5
17110,monthly,8,96,66,50,2382518,2017,2020,unemployed,TRUE,61,Good,Good,0.6,0.76,2079288.44,536007.48,2615295.92
17111,monthly,8,96,52,12,2738767,2015,2018,employed,FALSE,61,Good,Poor,0.2,0.23,1011237.05,383492.2,1394729.25
17112,monthly,8,96,49,33,1323632,2016,2020,employed,FALSE,61,Good,Good,0.6,0.67,1555942.92,608378.98,2164321.9
17113,monthly,8,96,80,56,8780939,2017,2024,employed,FALSE,61,Good,Good,0.6,0.7,6322276.08,1307920.86,7630196.94
17114,monthly,8,96,0,0,0,2022,2024,employed,FALSE,61,Good,Poor,0.2,0,0,0,0
17115,monthly,8,96,58,7,7463598,2020,2021,employed,FALSE,61,Good,Poor,0.2,0.12,2470708.3,861127.04,3331835.34
17116,monthly,8,96,73,69,3810677,2017,2017,unemployed,FALSE,61,Good,Better,0.8,0.95,4009041.01,1084500.51,5093541.52
17117,monthly,8,96,65,13,3013490,2017,2022,unemployed,FALSE,61,Good,Poor,0.2,0.2,890138.58,227884.04,1118022.62
17118,monthly,8,96,82,9,3205202,2017,2018,unemployed,FALSE,61,Good,Poor,0.2,0.11,750486.32,174316.46,924802.79
17119,monthly,8,96,16,11,2137256,2015,2022,unemployed,FALSE,61,Good,Good,0.6,0.69,7694121.6,2731413.17,4274512
17120,monthly,8,96,79,43,5976814,2018,2023,unemployed,FALSE,61,Good,Bad,0.4,0.54,2905185.54,572224.36,3477409.9
17121,monthly,8,96,36,11,3101861,2019,2024,employed,TRUE,18,Good,Poor,0.2,0.31,1654325.87,579014.05,2233339.92
17122,monthly,8,96,40,6,890531,2018,2020,employed,TRUE,18,Good,Poor,0.2,0.15,427454.88,167165.39,594620.27
17123,monthly,8,96,65,15,21936,2017,2020,employed,TRUE,18,Good,Poor,0.2,0.23,6479.56,1812.72,8292.28
17124,monthly,8,96,78,19,9822226,2018,2019,employed,TRUE,18,Good,Poor,0.2,0.24,2417778.71,599462.99,3017241.7
17125,monthly,8,96,38,16,5519079,2019,2022,employed,TRUE,18,Good,Bad,0.4,0.42,5577174.57,2091440.46,7668615.03
17126,monthly,8,96,95,59,7949773,2015,2016,unemployed,TRUE,18,Good,Good,0.6,0.62,4820072.89,877760.64,5697833.54
17127,monthly,8,96,56,45,5690254,2016,2020,unemployed,TRUE,18,Good,Better,0.8,0.8,7803776.91,2317907.55,10121684.46
17128,monthly,8,96,83,33,8711434,2016,2017,unemployed,TRUE,18,Good,Poor,0.2,0.4,2015175.09,424178.17,2439353.27
17129,monthly,8,96,39,22,4508773,2016,2016,unemployed,TRUE,18,Good,Bad,0.4,0.56,4439407.26,1720270.31,6159677.58
17130,monthly,8,96,60,34,1016861,2015,2016,unemployed,TRUE,18,Good,Bad,0.4,0.57,650791.04,195237.31,846028.35
17131,monthly,8,96,0,0,0,2015,2022,employed,FALSE,18,Good,Poor,0.2,0,0,0,0
17132,monthly,8,96,64,13,5103571,2015,2018,employed,FALSE,18,Good,Poor,0.2,0.2,1531071.3,463149.07,1994220.37
17133,monthly,8,96,45,27,9926481,2020,2020,employed,FALSE,18,Good,Good,0.6,0.6,12705895.68,5400005.66,18105901.34
17134,monthly,8,96,58,7,9203420,2015,2017,employed,FALSE,18,Good,Poor,0.2,0.12,3046649.38,1039012.5,4085661.87
17135,monthly,8,96,38,34,7962001,2015,2020,employed,FALSE,18,Good,Better,0.8,0.89,16091623.07,6235503.94,15924002
17136,monthly,8,96,34,24,2180984,2016,2017,unemployed,FALSE,18,Good,Good,0.6,0.71,3694843.48,1447147.03,4361968
17137,monthly,8,96,56,15,698953,2015,2018,unemployed,FALSE,18,Good,Poor,0.2,0.27,239641.03,76770.72,316411.74
17138,monthly,8,96,93,70,8630805,2016,2017,unemployed,FALSE,18,Good,Good,0.6,0.75,5345530.84,1059047.37,6404578.21
17139,monthly,8,96,0,0,0,2016,2021,unemployed,FALSE,18,Good,Poor,0.2,0,0,0,0
17140,monthly,8,96,29,14,1170340,2019,2020,unemployed,FALSE,18,Good,Bad,0.4,0.48,1549691.59,600505.49,2150197.08
17141,monthly,8,96,74,25,6863846,2016,2019,employed,TRUE,96,Good,Poor,0.2,0.34,1780889.77,421998.68,2202888.45
